tweet,label
Now Available The Precious Jewels In Establishing the Foundations for Beginners An excellent new book for children Suitable for Islamic studies for school and weekend programs Supervised by Shaikh ORDER NOW,Negative
Advice of Umar Bin AlKhab to Sad Bin Ab Waqq I order you and those with you to take more caution in guarding against sins Indeed sins are to be feared more to an army than their enemy Read full,Negative
LEEDS SUNDAY CLASS Fiqh of Dua amp Adkhar Sunday th February at pm Roundhay Resource Centre Brothers only class Previous lessons Live broadcast,Negative
The word Tawhid is used to describe the oneness of Allah which is the fundamental belief of Islam It means believing in Allah believing that he is the one and only God,Positive
Become more patient and correct our akhlaq manners and most importantly our heart May Allah allow us all to implement this,Negative
Advice from Shaikh Araft for all intelligent Salafs who love Knowledge amp the Scholars,Positive
When will you change if not in Ramadan MSNShorts,Negative
it is true that our brothers and sisters who go beyond what is necessary to show their allegiance may make some grave mistakes it is not Islamically permissible to mock them and rebuke them publicly,Negative
And I have not created the jinn and the humankind except for my worship Surah al Dhaariyaat Reciter Muhammad al Ghazali,Negative
A brother has just dropped off in cash for the Turkiye Syria earthquake relief fund Alhamdulilah CCDworkforce are preparing to return to the region so please try to forward all contributions for this project asap so your donations are utilised the way you intend,Negative
I ask my brothers to send this to anybody new to Dawah Salafiyah who may have come across this tweet from the Hizbees as their evidence for the ghuluw Madkhalis have for Spubs to clarify the erroneous nature of my statement and to study the Deen from its correct sources,Positive
LIVE NOW Advice to The Women from Selected Ahadith Topics chosen from the Ahadeeth with explanation taken from various Mashayikh Taught by Ustdh Abdul Hakeem Mitchell Sunday pm Live at Masjid Broadcast on,Positive
After months of preparation we are pleased to announce will be coming to the Netherlands from the th of May th he will make a tour covering all areas of the Netherlands More information about the topics and exact locations will follow in sha Allah so stay,Negative
I put on Al Haqqah and she went quiet and has been hugging me ever since I wonder if she knows,Negative
True Knowledge And Its People By Abu Khadeejah Abdul Wahid by Salafi Publications on SoundCloud,Positive
Khalid bin Waleed at is absolutely outrageous more achievements than the entire list combined,Negative
Whoever said Muhammad was Black was to be killed,Negative
LEEDS SUNDAY CLASS Fiqh of Dua amp Adkhar Sunday th May at pm Roundhay Resource Centre Brothers only class Previous lessons Live broadcast,Negative
All the ahadith that mention virtue of praying at night in the middle of the month Shaban are fabricated and very weak Also the Hadith that mentions you cannot fast after the middle of Shaban then it is Munkar very weak and what is correct is you can fast after it but you,Negative
An example of one the duas to be recited in the morning read by Islam Muslim Tawheed Shirk Sunnah Shirk Hanafi Fiqh Salaf Salafi Manhaj Dua,Positive
Being nice gets me nowhere dont expect anything from people in this world Continue being good and your reward lies with Allah The reward will be bigger amp better,Negative
In ajj the farwell awf is necessary wjib Is it the same when a person travels for Umrah,Negative
Great atmosphere and brotherhood annual conference May Allah reward the organisers duaat and the attendees,Negative
May Allh reward everyone involved with and especially the noble amp respected alUstdh alFdil in arranging this series of lectures during Ramadan aimed at youngsters amp parents alike,Negative
Salafi Salafirecording Salaf Muslim Islam Quran Sunnah Salafiyyah,Positive
Tawakul relying upon Allah is an act of worship that comes under Tawheed AlUluhiyyah,Positive
people have accepted Islam throughout Ramadhan at Masjid Sunnah Nelson Ramadan EidUlFitr,Positive
Tonight PM Fundamental Principles Lesson Read by Abu Zayd Mohamed ALL WELCOME,Negative
Scholars were practical and insightful Imam Muhammad al Shaybani the student of Abu Hanifa was asked have you written anything on abstinence zuhd To which he replied I have written a book on buying and selling,Negative
That amazing mens fragrance that we brought back is now available Name Mystery shipping for each Only remaining The smell is amazing Ma Sha Allah,Negative
Our lesson with resumes this Saturday th Sept The Four Principles of Tawheed Explanation of Shaykh Ahmed Najami TIME pm Location CONEL college Tottenham High rd London N RU,Positive
Rare visit by our shaykh to the North An opportunity not to be missed Allah grant him a safe and easy journey as he comes to benefit us here in Bradford West Yorkshire,Negative
Eid ul Fitr AH Khutbah By Shaykh Abdulilah Lahmami,Positive
Oh Allah guide us with your Quran,Negative
Im excited for Ramadan We have started decorating our house Do you decorate for Ramadan or Eid If so share your pictures below I want to see,Negative
Support Sapience Institute that is focussed on developing individuals and organisations to preserve the deen which includes preserving peoples imn and intellectually defending and sharing Islam Donate now,Negative
NEW Lecture by Mufti Muhammad ibn Adam entitled Sincerity of Intention in all Walks of Life Audio A highly thoughtprovoking talk that discusses things not often discussed Listen here,Negative
Were Hanafi Still insist on eating crows amp making blag Islamic banks that charge interest Were maturidi too Still insist on believing its intrinsically possible for Allah to tell a lie Some of us accept mawlid Never seen a deo masjid partake in a mawlid gathering,Negative
It is a sad reality that individuals who sin openly have now become the primary source of seeking knowledge for many These socalled Muftis who perform their own principleless Ijtihad are in reality leading people away from the pristine teachings of Islam Sheikh Awwaamah,Positive
Salafi Bookstore online orders delivered to your door anywhere in the world Getting knowledge made easy and all praise is due to Allah Through you can donate to any worthy cause you want just a few clicks away,Positive
NEW VIDEO What Would You Do shorts shortsfeed shortsvideo imagine lifehacks islam,Negative
LIVE NOW Sharh asSunnah of alImm alBarbahar Buying and Selling is Lawful by Shaykh Uways Taweel MasjidBinBaz Listen Live,Positive
May Allah guide James to Islam year old non Muslim who has memorised parts of the Quran this was heart drenching,Negative
HADITH OF THE DAY Dhul Qadah ProphetMuhammad said about a person supplicating He will definitely be granted what he is asking for if he seals his supplication with saying Ameen For if he ends it with Ameen he will definitely be granted Abu Dawud,Negative
If you could convey only one ayat to a non Muslim to give dawah what would it be,Negative
This is the result of being from the Ruwaybidah Those who speak on the huge affairs while possessing no knowledge whatsoever Befriending innovators and people of desires Chasing clout likes and follows Developing arrogance and doubling down on your near kufr statements,Positive
It is said that some men have the best manners out in the market but when he goes home he is a ferocious lion May Allaah protect us from Salafi men who perhaps have deen but very poor character and harsh mannerisms towards their wife Aameen,Negative
scholars who have given considerable attention and time in explaining aqidah texts classic and contemporary are Shaikh Salih alFawzan Shaikh Abdul Aziz arRajihi Their works are easy to follow while simplifying important creedal matters Benefit from their durus and books,Positive
There will be no Arabic reading lesson today Lesson will resume next week inshaallah,Negative
Lesson Today Weekly Quran Memorisation Circle Every Tuesday Brothers Only Personal Mushaf Required We will be continuing from the last two pages of Surah Taha,Negative
I found his work invaluable when writing and thinking about Dar al IslamHarb,Negative
Shaykh Ubayd AlJbir Allhs Attribute and Act of Creating Question Esteemed Shaykh what is the meaning of the statement of Shaykh alIslm that the category or genus of creating is eternal Read full article,Negative
LESSON REMINDER The Rulings of Tajweed Tonight pm Markaz Daaruttawheed Unit Plumstead High Street SE SL Brothers only,Positive
Monday th of March RAISED SO FAR Who will donate every day of Ramadan Generously donate now to establish the masjid Bank Details AlRahma Trust Sort Code Acc no PayPal info,Negative
Three Fundamental Principles Ust Abu Ukkashah AbdulHakeem Brothers amp Sisters Welcome Stifford Centre E JG Tunein via,Negative
A very good and detailed answer by Mufti Yusuf on this sometimes contentious issue May Allah give us all the tawfiq to pray in the Haramayn,Negative
This can lead them to say something about the religion which is totally unacceptable or even harbour hatred towards the religion itself So before you speak about the religion or speak about a current day issue you need to know the paradigm your speaking from,Negative
The man is the authority of the house whether liberals disbelievers islamaphobes or even Iblis himself like it or not Allah has placed the man to be the head of the house and for the women to obey him as long as this doesnt lead to them disobeying Allah,Positive
Hajj Rules It is permissible rather praiseworthy to intend Umrah or voluntary Hajj on behalf of many people amp extend its reward to them But if upon specific request then must be on their behalf only,Negative
PART trip to Dubai with amp Round trip from JFK to Dubai Sittings with the scholars Four Wheeler rides in the desert Aquarium in zoo Visits to different tourist attractions and more Price per person Dates August nd to,Negative
Huzoors humility Taqwa amp fatherly care for us is shown by how he happily repeats a word or even times till correct just so the record amp information given to us is accurate Otherwise so many speakers care only about APPEARING eloquent or scholarly in front of an audience,Negative
Interesting poll on views of GenZ British Muslims aged,Negative
May Allah reward for their second to none hospitality Nice sitting with amp jazahumaAllah khair We also managed to squeeze in a visit to the coast Alhamdulillah,Negative
The great scholar Abd alRamn ibn asan l alShaykh the author of the renowned work Fatul Majd the explanation of Kit AtTawd mentions that there were people in Somalia familiar with the dawah and were upon Tawd,Negative
Are the Rafidha from the sects in Jahannam Shaykh AbdulAziz Ibn Baz,Positive
A person who has completed their Umrah whether male or female if they want to perform a second Umrah they can make their intention for Umrah from Masjid Aisha If youre performing it on behalf of somebody else you say Then mention the individuals name,Negative
OPEN MARKAZ RAHMA K LEFT Donate in these remaining days Bank Details AlRahma Trust Sort Code Acc no PayPal info PLEASE SHARE WITH CONTACTS,Positive
Im still conflicted on the issue about the spin on Prophet Sulaymans rule over the jinn as Im generally against merging religious history with fiction see my episode on the podcast why However I must say it was skilfully done,Negative
This is Islams plan for our Grandkids Resist it while you can,Negative
Intellectual war against the Muslims export ideologies to pollute the Aqdah removal of al wal al Bar blame Islm for lack of progress lobby for sociocultural change focusing on the education system spread liberal ideas in the societyThe defence Return to the Deen,Positive
A beautiful Najdi Recitation By Sh Abdullah AlQaraawi the Imam of the Grand Mosque in Buraydah Amazing,Negative
Zaragoza is in northern Spain close to France again this is more proof against the claim that Islam is new to Europe When the Grand Mosque of Zaragoza was a place of worship countries like Poland and other Eastern European countries had not even entered Christianity,Negative
The food shall be distributed in Bangladesh Pakistan Somaliland Gambia Uganda amp Zimbabwe InshAllh Pay your ZaktulFitr for yourself and your family this Ramadn it is being sent to buy staple foods rice flour etc and it will be distributed prior to the Eid prayer,Negative
Lesson Today The True Meaning of La Ilaha illa Allah Every Thursday After Isha pm All Welcome,Negative
LEEDS SUNDAY CLASS Fiqh of Dua amp Adkhar Sunday th December at pm Roundhay Resource Centre Brothers only class Previous lessons Live broadcast,Negative
Rasoolullah advised us to give gifts to each other as this will increase love amongst us Narrations indicate that no gift was too small for Rasoolullah this illustrates his sublime humility Rasoolullah after accepting gifts would also give something in return,Negative
Learn about the benefits of fasting in our lastest blog icobritain RamadanMubarak ramadan islam Ummah Muslims Happy sahur iftari donate fasting islamicReminders Goodreads,Negative
Aalam meaning universe is derived from Alam meaning a sign Thus the entire Aalam the entire universe is a combination of signs leading to Allah Shah Abdul Ghani RA,Negative
Short clip from last nights talk at Darul Iman masjid here in Toronto Canada,Negative
Listen to Day Sittings in Ramadan Seeing the Face of Allah By Sh Uways atTaweel Masjid bin Baz Radio,Positive
NEW TRACK ADDED Tafsr ibn Kathr Lesson Tafsr Surah AlAnm Verse Abu Hakeem Bill bin Ahmad Davis LISTEN HEREgtgtgt,Positive
LEEDS SUNDAY CLASS Fiqh of Dua amp Adkhar Sunday th January at pm Roundhay Resource Centre Brothers only class Previous lessons Live broadcast,Negative
Sh AbdurRahman Muallamy for many years in his later years would be in this Library in Masjid alHaram Makkah Hafidh alHakame met him here and alMuallamy even supervised the printing of some of his books whilst Hafidh returned to Jizan,Positive
Shaikh Ubaid AlJbiree may Allah have mercy on him said And this era the men are tested by asking them about Shaikh Rabee may Allah preserve him And this is not an exaggeration or excessiveness concerning him refuge is with Allah However it is as Imm Abu Htim,Positive
The harder the situation is the closer you are to Allh,Negative
Salafi Salafirecording Salaf Muslim Islam Quran Sunnah Salafiyyah,Positive
New Muslim in the Philippines after learning the adhan for one month,Negative
Help renovate MarkazBukhari Ways to donate,Positive
Whole land of Makkah means haram boundary,Negative
Usool asSunnah package Sh Abdullah AlBukharis explanation to Usool asSunnah of Imam Ahmad Sh Abdullah AlBukharis explanation to Usool asSunnah of Imam Abi Bakr AlHumaidi Sh zayd AlMadkhalis explanation to Usool asSunnah,Positive
Riyadh ul Haq One of Englands most Senior Deobandi Clerics,Negative
Some points covered by Abu Fuayl Abdur Raqeeb during this khutbah,Positive
NEW VIDEO Shia Scholar Caught Out Lying shortsvideo shortsfeed shortsyoutube shorts,Negative
LIC presents The Quranic Story The Destroyed Garden By Ustadh Abu Taymiyyah Brothers and Sisters welcomed After Asr prayer today pm Live streaming,Negative
For those who watched the podcast about Shaykh Muqbil heres a picture from his house,Positive
rayyancourses ilm knowledge Tasawwuf Tazkiyah spirituality Sufism onlinelearning islamiccourses,Negative
You will live with the person for who they are on the inside The outer of a person or what they possess outwardly is a delusion Thats why our Prophet told us to choose a spouses religioncharacter over their beauty family status amp wealth,Negative
Resuming TONIGHT Thursday th May Kitb alTawd Ustdh Abd alakm Mitchell PM Balham Community Centre Bedford Hill SW HE and,Positive
GiveAQuranInRamadn THE LAST NIGHTS When you give in charity that which is legally earned Allh accepts it amp fosters it for you until what you have given becomes like a mountain SadaqahJariyah Donate to print amp distribute the Qurn in the English language,Negative
My khutbah tomorrow will be Islam amp the rise of Artificial Intelligence AI things like Chat GPT etc How do we navigate it all What points would you include,Negative
NEW VIDEO We Were Packing Up Our Dawah Table amp THIS HAPPENED Shamsi amp CCDawah,Negative
Every brick donated is an everlasting Sadaqah Jariyah for YOU Donate yours in the last hour of Jummah icobritain RamadanMubarak ramadan islam Ummah Muslims Happy sahur iftari donate mosque masjid bricks Appeal,Negative
Alhamdulillah today we spent for food baskets and distributed it Only was used from GoFundMe the remaining were cash donations and bank transfers,Negative
Live Lecture Friday th June pm Hold Firm to the Sunnah Abu Maymunah Said All Welcome,Negative
Dont abandon seeking Lailatul Qadr Even on the last night of Ramadhn,Negative
Divorce law has different legal ramifications in Islam then in western law whether than be the division of assets or the Iddah period so Islamic divorce has a completely different legal process This sister did not know this and didnt understand the nuances and therefore,Negative
th Night at Masjid Sunnah Tonight will be the final night of Taraweeh with Shaykh Uthman alQari as he leaves to return back to Saudi Arabia We want to thank him for being with us throughout Ramadhan may Allah reward his efforts,Positive
This iswas also a weekly lesson at Masjid AbdulAziz Ibn Baz in London,Positive
AlAllmah Rabee bin Hdee alMadhkalee said It is a must for AhlusSunnah to build Masjid mosqueswhere they can pray and establish the true Religion of Allh and the true call Without these DONATE Paypal,Positive
Islam only becomes difficult for those whose emaan is weak For those whose emaan is firm and strong youll find them practising and implementing Islam easily in their lives Islam has been easy by Allah and is a light for those whose hearts are filled with high emaan,Negative
Cutting of the hair and nails while intending to sacrifice for Eidul Adha Shaikh Abdul Azeez bin Baaz may Allah have mercy upon him,Positive
Sunday th March RAISED REMAINING kindly donate and support to open the Salafi Masjid in Colindale Bank Details AlRahma Trust Sort Code Acc no PayPal info,Positive
Abu Zurah AlRz wrote to Ishaq b Rahawaih Do not be alarmed by falsehood as falsehood makes its rounds then disappears Introduction of alJarh wa alTadeel,Negative
HADITH OF THE DAY Shawwal ProphetMuhammad said When one of you asks Allah for his needs then he should ask in abundance for he is asking his Lord whose treasures are unlimited Ibn Hibban,Negative
TONIGHT Thursday th June Kitb alTawd Ustdh Abd alakm Mitchell PM Balham Community Centre Bedford Hill SW HE and,Positive
Day Session Panel includes Amina Inoles Imran Visram Akif Tahiiev Aslisho Qurboniev,Negative
The Almighty tests us with success as He does with failure Some find it so easy to forget Him when success comes their way But if you remember that your success and everything else comes from Him you will pass the test with flying colours,Negative
Whoever leaves something for the sake of Allah then Allah will replace it with something that is better Leave off haram and Allah will open the doors for you Put your trust in Allah and go get your Halal,Negative
The religion of Islam is also a religion of intellect The religion of Islam goes in line with sound reasoning and logic Its such a logical religion that it doesnt just explain the origins of the universe and our existence but also the purpose mankind was created for,Negative
When youre under your body can handle a lot of the crap you put in it tbh But quarter a century of predominantly junk does catch up Better late than never amp the body can amp will heal inshallah if you put the right fuel at the right time amp the right amount,Negative
Nikh Islamic marriage is for life The vows of qabl accepting one another at the time of Nikh are serious intentions to stay together for life Stop treating Nikh like a light matter almost as if you bought something from the shop with a returning policy,Negative
Abu taymiyah is known to sit with the opponents of salafiyah just like he went on M Hijabs podcast where he watered down salafiyah to please him in hopes to oppose a common enemy ahlus sunnah this was whilst Hijab was attacking the salafis ulama and slandering them,Positive
NEARLY WAY THERE GiveAQuranInRamadn Donate Donate Donate Donorbox PayPal,Negative
Lesson update Qaidah alNuraniyyah is cancelled today due to unforseen circumstances We apologise for any inconvenience caused Jazakum Allah khairan,Negative
Al Rahma Mosque Liverpool American born British Imam Abu Usama at Thahabi explains the evils of the LGTB community and the Punishment for them under Sharia Law video courtesy,Positive
SATURDAY MASJID FAMILY NIGHT PM TO PM Team Building Pizza Night Purchase your ticket now,Negative
Resurrection will be the imagemakers Both Sahih by Imam Albani Anyone who opposes the Sunnah of the Proohet after the truth is made clear to them leave them they made their desires the legislator over Allah and His Messnger via false opinions and Shaytans waswasa,Positive
His Awrah is covered and why do people think they can start shortening words what is astugz,Negative
Mashallah a good man and scholar Shaykh Yasir alHanafi,Negative
Amin May Allah bless you and your travels and keep you safe on your journeys,Negative
Anil Arya Vs Mufti Yasir Nadeem Debate On The Creation Of Universe Urdu language smashed it Mashallah,Negative
None of the Imaams of Salafiyyah of our time objected to the books and authorship of Shaykh Rab Not Ibn Bz AlAlbni Ibn Uthaymn rahimahumullh,Positive
Understanding Taqld Madhabs Ijtihd amp Fiqh Methodologies Course Includes Hours of PreRecorded Session with Hours of Live QampA Session Detailed course notes Access to recordings until th Jan More info,Negative
The benefit shared by our beloved Shaykh during our private time,Negative
Madinah Book Today From pm UK Time Abu Kenzah Jamal Live on the DUS Dawah channel Inshaallah,Positive
Stop your mindset of I cant be happy unless I have this or that Happiness has no requirement unless you set it so There are depressed rich people in the world and on the other hand there are happy people who have only the bare necessities Contentment is a choice,Negative
Sahoor Dua Start your fasting by donating to the Islamic Centre of Britain icobritain RamadanMubarak ramadan islam Ummah Muslims Happy reelsvideotrending reelsvideo sahur donate JummahMubarak,Negative
ANNOUNCEMENT th July Tonights Kitaab at Tawheed Lesson with is cancelled Sorry for the inconvenience The lessons will resume next week InshaAllaah BarakAllaah Feekum,Negative
Theres no need to put a brave face on when you talk to Allah in fact being a real as possible with Allah is the best way to approach Dua This is how the Prophet began his Dua at Taif To You my Lord do I complain of my weakness lack of support and the humiliation I,Negative
New Video Am I a Good Muslim Shaykh Ibn Baz,Positive
Sincere advice to my revert brothers and sisters Alhamdulillah that Allah chose you and guided you to success Use this time to better yourselves and to work on your emaan Dont become hasty and involving yourselves in debates and discussions regarding Islam,Negative
The Eid Prayers in Lenasia South Africa marking the end of Ramadan brought together tens of thousands of Muslim in a historic gathering Subhanallah lenasiaeidgah EidCelebrations EidMubarak,Negative
To feel good about ones Hizb party heads amp callers impressionable youth ignorant simple minded insignificant people whom should be prevented from teaching online amp offline to see how I and others respond or act to their whispers to prove themselves right is stupid,Negative
Narrated Ab Hurairah The Prophet said Whoever performs Hajj for Allaahs sake only and does not have sexual relations with his wife and does not do evil or sins then he will return after Hajj free from all sins as if he was born anew,Negative
Tonights Lesson InShaAllaah Continuation of Chapter Do they attribute as partners to Allaah who created nothing but they themselves are created,Negative
Waswas is something that I noticed is WIDESPREAD amongst the Muslims and people are silently struggling with Knowledge is the cure to this and similar problems we face in our lives Have a quick listen to where we discuss Waswas,Negative
Hassan alBasari RahimuAllah said Everyday in which Allah is not disobeyed is an Eid day,Negative
So something that sufficed the Messenger and his Khulaf yet it doesnt suffice you The Qdhi paused and went silent Then the ruler Al Wthiq who was present said May Allh not increase the one who is not sufficed by that which sufficed them,Negative
Uthman Bin Affaans Statement I will not be the first to unleash the sword after departure of Muhammad,Negative
Taraweeh Day On the day of judgement everyone of us will feel a great deal of regret Every heart will experience the feeling of being fooled In the end well admit that the dunya didnt provide us with what we were desiring,Negative
Do not despair from the mercy of Allah Abu Inaayah Seif Whitechapel Tower Hamlets,Positive
Wallahi this shows how fortunate we are Uthman ibn Affan The Messenger of Allah peace and blessings be upon him said Whoever builds a mosque for Allah Allah will build for him a house like it in Paradise Source a alBukhr,Positive
Alhamdulilah a beautiful end to the first day of the conference Inshallah tomorrow we start with sheikh Umar Quinn The Tremendous Status of the Prayer with the Salaf,Positive
Knowledge unlike many other forms of power cant be taken away from a person This should illustrate its importance for an individual in the Deen and the Dunya It has a transformative effect on a person and and can change the heart of a sincere seeker of truth,Negative
He described the impact of Muslim school kids in encouraging their friends to embrace Islam Bunch of yearolds turned up with one of them wanting to take Shahadah The kids mum was happy he was converting,Negative
Two important reminders I believe the imams of masajid should remind their public of this Its not only about ritually gathering at the mosque,Negative
AYAH OF THE DAY But when his Lord unveiled His glory to the mountain He crushed it into fine dust and Musa fell unconscious And when he awoke he said Glory be to You I have repented to You and I am the first of the believers,Negative
Shaykh Abdullah Kamel returned to Allah yesterday at the age of May Allah raise him as one of the true people of the Quran Ahlul Quran amp enter him into Jannah without reckoning,Negative
These new Muslims can sometimes become isolated from friends family and social media And are subject to attack and vilification It is our duty to welcome our brothers and sisters into Islam and help them stay in their new found home until we meet in paradise inshaAllah,Negative
Eid takbeerat from Masjid AlAqsa FreePalestine EidUlFitr,Negative
Session now LIVE SUNNAH CAMPUS Appeal Join us on this blessed th night of Ramadhan Watch Call in support amp donate Donate here,Negative
Continuing this Saturday th March The Conditions of La illaha ill Allah Explanation of Shaykh Ubayd AlJabiri By Abu Abdullah Zubair Ibraheem New time pm pm CONEL college Tottenham high rd London N RU,Positive
Donate to help build a Masjid and Youth Centre,Negative
Ibn Salih Imam Maliks Student said to Imam Malik You enter upon the rulers while they are oppressors and are tyrannical Imam Malik said May Allaah have mercy on you where then is the proclamation of the truth Jarh wa Tadil of Ibn Abi Hatim alRazi,Negative
High recommend Very easy to read everything is broken down nicely Some really good advise thats helped me through my fasts a lot Link is in the brothers bio and its free or you can pay whatever you want inshallah,Negative
Fasting of Muharram and the day of shoor by Shaikh AbdulAzz Ibn Bz rahimahullh,Positive
Two WhatsApp Advices by Mufti Muhammad ibn Adam alKawthari,Negative
Same Dunya different priorities May Allah ease all our affairs,Negative
Janazah Announcement The Janazah of our respected uncle Mohammad Latif Railway Street Nelson Originally from Mandhi Bauddin Pakistan will take place today Thursday rd March Immediately after Isha pm and before Taraweeh,Negative
Alhamdulillh for the BLESSINGS of the Noble Qurn Alhamdulillhi katheeran for that tranquility peace and HAPPINESS that brings to the heart and soul Alhamdulillh infinity times for that SPECIAL SWEETNESS that the heart and soul feels,Negative
This may seem weirdcringe to us now But in the time of the Ottoman empire this was the norm And the graves had masajid built on top of them where other than Allah was worshipped for centuries Alhamdulilah the Salafi rulers of Saudi flattened the graves and eradicated shirk,Positive
Allaah the Most High said O mankind Be afraid of your Lord by keeping your duty to Him and avoiding all evil and fear a Day when no father can avail aught for his son nor a son avail aught for his father,Negative
Oh you who believe Do not lend your ear to those who belittle the Companions of Islam It is from the ways amp acts of the Heretics which they intend to pass on to those who listen to them They aim for the Religion amp hope to tamper with the Correct Methodology So Beware,Negative
Pausing Seeking Knowledge in Ramadan Shaykh alAlbani,Positive
Jummah Mubarak If you enjoyed our recent Mosques Around the World Series then youll ensure our latest blog Help build a unique mosque in the heart of the United Kingdom icobritain mosquesofworld Mosque Masjid goodread,Negative
MashaAllah Inni meeenun man irada iaanataka,Negative
The non practising men enter haram relationships and multiple times because they know they can satisfy their desires without entering a marriage which we all know is a difficult procedure due to the demands of the societies and cultures Its a lot easier to do haram for them,Negative
Their efforts in travelling and teaching us amp the various communities Spreading Dawah Salafiyyah is truly amazing We ask Allah to reward them greatly May Allah reward the brothers who travelled USEU amp Holland,Positive
Almost got a rash in jumua how you might be wondering The brother next to me recently shaved him arms and had these really pricky hairs like a hedgehog and they were so sharp that they were poking through my thobe and stabbing me,Negative
Chapter Making Clear that Allaah is Living Never Sleeps and His Veil is Fire and Light By Abu Isml AlHaraw d H Abu Khadeejah,Positive
As the Magnum Opus of Salafi Publications this valuable book is a musthave for every Islamic library Bound within the finest quality of hardback printing you will find a treasure trove of information surrounding the tremendous,Positive
and test No one should expect the good to simply fall into their lap without any effort Why arent these scholars on Youtube or TikTok to reach out to me and connect Why do you not value your Islam enough to seek them out,Negative
Lesson Tonight Friday rd February Kitaab AtTawheed Taught by Ustdh Abdul Hakeem Mitchell in person pm pm inshaAllaah All welcome Balham Community Centre Bedford Hill SW HE amp,Positive
Prophet said Among the people who will be most severely punished on the Day of Resurrection will be the imagemakers And The makers of these images will be punished on the Day of Resurrection and it will be said to them Breathe life into that which you have created,Negative
NEW TRACK ADDED Tafsr ibn Kathr Lesson Tafsr Surah AlAnm Verse Abu Hakeem Bill bin Ahmad Davis LISTEN HEREgtgtgt,Positive
AYAH OF THE DAY Dhu lQadah Indeed those who took the calf for worship will obtain anger from their Lord and humiliation in the life of this world And thus We reward those who fabricate lies,Negative
This is recited not only after reciting alQuran but its recited after ending majlis too,Negative
The Ramadan routine of these oppressors May Allah deal with them as they deserve Ameen,Negative
Salafi Salafirecording Salaf Muslim Islam Quran Sunnah Salafiyyah,Positive
The FA cup was made in Birmingham and the first football league in the world started here Help build the Islamic Centre of Britain in the heart of Birmingham icobritain Birmingham unitedkingdom Islam Community History School educateyourself,Negative
There is no one more generous than Allhs Messenger and he was never more generous than he was in the month of Ramadhn Lets put something forward,Negative
May Allah make us say la iaaha iAllah when we die amin,Negative
Castle Sohail a large castle built by Abdurrahman III in AD AH as a Muslim fort Its now a venue for music concerts for partygoers They dont want you to know how far reaching Islam really was Some Muslims have no idea about Islams reach historically,Negative
This lesson covers the virtues of thankfulness and gratitude to Allah Islam Muslim Tawheed Sunnah Shirk Bidah Salafi Manhaj Hanafi Fiqh,Positive
Announcement There will be no Kitaab AtTawheed lesson this evening We encourage our brothers amp sisters to benefit from Shaykh AbulHasan Maliks visit by attending in person or listening online The Kitaab AtTawheed lessons will resume Friday Jan inshaAllaah,Positive
Due to unforeseen circumstances the lesson today with our brother Abu Ukashah in Tower Hamlets is cancelled May Allh grant him good health We look forward to continuing this lesson next week in sh Allh,Positive
Is the importance given to the knowledge itself or merely the one teaching it When it comes to weekly lessons at the Salafi masjid we find individuals absent from that which is close and easy to them But when a prominent individual comes to teach people flock to them,Positive
Beautiful recitation from Surah AlQiyamah Masjid AnNabawi Reciter Shaykh Ahmed Talib Bin Hameed,Negative
Allahu Akbar we received a donation May Allh reward the individual immensely in this world amp the hereafter Amn Do not be left behind whilst others race to opportunities of good deeds Donate today Ramadan LetsGetItDone,Negative
Allaah the Most High said And remember when Luqmn said to his son when he was advising him O my son Join not in worship others with Allaah Verily joining others in worship with Allaah is a great Dhlm wrong indeed Srah Luqmn,Negative
JazaakumAllahu Khairan to all the attendees amp volunteers who helped assist with the sisters BBQ event last week Alhamdullilah we managed to raise towards the masjid appeal Donate today and help support the Masjid Appeal,Negative
May Allah free from the shackles of the Tawaghit,Negative
Duas are accepted at the time of rain In some countries the masses are so aware of this that when it rains we see people standing and making dua from wherever they may be,Negative
Narrated Ab Abs while he was going for the Jumuah prayer I heard the Prophet saying Anyone whose feet are covered with dust in Allaahs Cause shall be saved by Allaah from the HellFire,Negative
Todays dars is around the following section of The Book of Retribution from Umdatul Fiqh of Imaam Ibn Qudmah Rahimahullah,Negative
One day Im going to deliver the Friday sermon at a mosque wearing the Vision Pro Inshaallah,Negative
LEEDS SUNDAY CLASS Fiqh of Dua amp Adkhar Abu Mudh Taqweem Sunday th June at pm Roundhay Resource Centre Brothers only class Previous lesson Live broadcast,Positive
Muhammad stopped a Slaves freedom Then Sold him instead,Negative
Sharh asSunnah of Imaam al Barbahari Explanation of Shaykh Saaleh al Fawzaan Taught by Ustdh Live at Masjid All welcome both sides open Broadcast on,Positive
Like life wasnt confusing enough now modern liberals need to decide their gender,Negative
Burial Process in AlMadnah AlMunawwarah Updated This brief blog details an uptodate processs of burial in AlBaq Graveyard AlMadnah AlMunawwarah It includes important contact numbers locations and web links,Negative
Al Hamdulillh a beautiful weekend with Ahlus Sunnah here in the UK joined by our noble brothers from the US May Allah reward all who participated and took the time and effort to attend this monumental event All a memorable occasion,Negative
A heart without Qurn is an EMPTY and DEAD heart,Negative
O Allah I am Your slave and the son of Your male slave and the son of your female slave My forehead is in Your Hand ie you have control over me Your Judgment upon me is assured and Your Decree concerning me is just I ask You by every Name that You have named Yourself,Negative
New Track Added Night Raman Short Reminders By Abu Hakeem Bill Davis,Positive
